age,height,weight,gender,status
34,150,72,M,not_fit
15,174,67,F,fit
14,142,55,F,not_fit
31,185,95,F,not_fit
29,152,93,M,not_fit
6,132,27,M,fit
11,153,69,F,not_fit
30,171,78,F,not_fit
22,181,102,M,not_fit
27,176,108,F,not_fit
30,180,58,F,fit
31,154,70,F,not_fit
16,168,56,F,fit
9,120,21,F,fit
38,172,79,M,not_fit
29,188,76,F,fit
15,134,65,F,not_fit
16,171,45,F,fit
14,177,56,M,fit
40,184,110,F,not_fit
11,143,67,F,not_fit
12,145,41,M,fit
33,152,68,M,not_fit
9,114,22,F,fit
20,182,60,M,fit
29,181,57,M,fit
16,159,59,F,fit
14,154,51,M,fit
29,153,45,F,fit
16,136,56,M,not_fit
34,175,52,F,fit
18,185,83,M,fit
24,187,78,F,fit
24,188,107,M,not_fit
15,132,50,F,not_fit
26,170,108,M,not_fit
13,158,41,M,fit
40,170,82,M,not_fit
12,147,44,F,fit
7,99,27,M,not_fit
39,179,96,F,not_fit
13,157,34,F,not_fit
38,173,82,F,not_fit
38,185,58,F,fit
34,165,83,F,not_fit
8,123,20,M,not_fit
5,127,23,F,fit
35,165,106,F,not_fit
25,167,88,M,not_fit
38,177,64,F,fit
7,123,23,M,fit
13,140,34,F,fit
38,180,77,M,fit
19,153,77,F,not_fit
5,102,29,F,not_fit
15,135,69,F,not_fit
19,174,81,F,not_fit
23,175,71,M,fit
32,190,50,F,not_fit
35,176,59,F,fit
22,182,62,F,fit
26,155,62,M,not_fit
37,189,90,M,not_fit
36,164,100,F,not_fit
28,153,94,M,not_fit
35,171,100,F,not_fit
36,186,90,M,not_fit
19,183,77,M,fit
19,156,88,F,not_fit
29,154,48,M,fit
28,171,93,M,not_fit
13,138,55,M,not_fit
29,187,108,M,not_fit
29,168,73,M,not_fit
5,99,24,F,fit
25,184,70,F,fit
33,159,89,F,not_fit
22,161,93,M,not_fit
10,176,53,M,fit
17,135,38,M,fit
39,186,78,M,fit
28,187,99,F,not_fit
34,168,85,M,not_fit
25,154,47,F,fit
11,170,47,F,fit
26,167,57,M,fit
19,181,58,F,fit
22,187,92,M,not_fit
16,165,59,M,fit
9,102,13,F,not_fit
29,177,105,M,not_fit
31,158,106,F,not_fit
29,185,50,M,fit
18,177,79,F,not_fit
16,146,57,M,not_fit
35,178,83,M,not_fit
32,182,91,M,not_fit
24,183,52,F,fit
40,167,68,M,fit
29,168,107,M,not_fit
16,147,46,M,fit
33,169,102,F,not_fit
26,161,79,M,not_fit
25,188,105,M,not_fit
19,153,71,F,not_fit
15,135,52,F,not_fit
18,150,73,F,not_fit
16,166,37,F,not_fit
29,183,80,M,fit
21,153,59,M,not_fit
27,159,45,F,fit
6,114,15,M,not_fit
24,172,67,M,fit
16,177,46,M,fit
29,185,100,F,not_fit
30,162,94,M,not_fit
18,171,66,F,fit
27,158,96,F,not_fit
18,159,61,M,fit
32,169,47,M,fit
14,146,69,M,not_fit
30,188,70,F,fit
36,150,62,M,not_fit
13,172,39,F,not_fit
8,115,35,M,not_fit
25,169,110,F,not_fit
35,154,88,M,not_fit
21,158,86,M,not_fit
30,173,78,M,not_fit
5,97,15,F,fit
21,185,105,F,not_fit
13,149,65,F,not_fit
37,181,62,M,fit
33,185,80,F,fit
37,185,86,F,not_fit
30,158,105,M,not_fit
18,182,77,M,fit
33,157,45,M,fit
19,152,69,M,not_fit
36,156,56,F,fit
17,132,49,M,not_fit
28,179,96,F,not_fit
9,120,14,M,not_fit
7,131,23,F,not_fit
26,168,57,F,fit
40,189,85,M,fit
11,152,31,M,not_fit
13,176,30,F,not_fit
31,190,65,F,fit
23,156,83,F,not_fit
16,174,60,F,fit
12,138,44,M,fit
14,133,48,M,not_fit
9,129,32,F,fit
21,169,57,M,fit
33,161,73,F,not_fit
33,171,58,M,fit
37,171,45,F,fit
38,189,68,F,fit
33,173,106,M,not_fit
20,158,49,M,fit
7,93,17,M,fit
39,185,70,M,fit
36,170,81,M,not_fit
40,177,63,M,fit
34,180,107,F,not_fit
8,115,18,M,not_fit
19,182,106,F,not_fit
25,152,96,F,not_fit
17,138,43,F,fit
27,185,97,M,not_fit
12,160,66,M,not_fit
37,156,55,F,fit
18,160,72,F,not_fit
29,187,76,F,fit
5,108,15,F,not_fit
8,121,12,F,not_fit
11,140,33,M,fit
22,156,92,M,not_fit
22,153,110,M,not_fit
31,176,76,F,fit
24,163,67,F,not_fit
39,165,53,F,fit
23,176,109,F,not_fit
34,169,74,M,not_fit
31,152,88,F,not_fit
25,169,82,F,not_fit
39,165,91,F,not_fit
12,148,68,M,not_fit
17,134,34,F,fit
40,154,52,F,fit
33,151,102,F,not_fit
30,165,90,M,not_fit
30,155,64,F,not_fit
28,150,59,M,not_fit
12,148,66,M,not_fit
7,112,19,F,fit
31,180,97,M,not_fit
15,164,59,F,fit
11,152,42,F,fit
7,111,18,F,fit
14,139,58,F,not_fit
17,161,68,F,not_fit
27,160,95,M,not_fit
14,154,50,M,fit
35,156,106,F,not_fit
36,182,62,F,fit
22,176,79,M,not_fit
30,160,58,M,fit
20,177,60,M,fit
9,117,32,M,fit
33,189,58,M,fit
32,162,95,F,not_fit
14,152,66,M,not_fit
29,179,59,F,fit
22,156,87,F,not_fit
9,118,16,F,not_fit
37,172,71,F,fit
11,178,32,M,not_fit
24,167,56,M,fit
26,171,100,M,not_fit
28,156,88,F,not_fit
37,162,63,M,fit
6,140,21,M,not_fit
15,146,40,M,fit
27,167,48,M,fit
38,157,91,M,not_fit
20,173,52,F,fit
8,115,27,F,fit
7,116,13,F,not_fit
17,167,44,F,fit
12,136,34,M,fit
12,143,30,F,fit
5,123,26,M,fit
13,134,60,M,not_fit
37,150,101,M,not_fit
38,182,68,F,fit
24,174,89,M,not_fit
38,190,91,F,not_fit
34,156,78,F,not_fit
25,169,72,F,not_fit
22,164,53,M,fit
12,180,43,M,not_fit
14,145,41,M,fit
21,158,79,F,not_fit
25,150,88,M,not_fit
11,143,30,M,fit
16,162,41,M,fit
29,185,86,M,not_fit
30,176,59,F,fit
8,108,33,M,not_fit
11,134,50,M,not_fit
15,142,63,F,not_fit
36,161,74,M,not_fit
5,131,17,F,not_fit
30,168,110,F,not_fit
5,108,25,M,fit
11,154,44,M,fit
39,169,86,M,not_fit
39,161,60,M,fit
14,162,46,M,fit
29,187,84,F,fit
23,158,106,M,not_fit
23,189,50,F,not_fit
11,149,57,F,not_fit
10,143,54,F,not_fit
37,152,49,M,fit
29,169,102,M,not_fit
13,150,57,F,not_fit
14,171,66,F,fit
37,182,53,M,fit
35,152,66,F,not_fit
6,127,18,M,not_fit
34,151,96,F,not_fit
35,178,84,F,not_fit
26,186,105,M,not_fit
8,104,18,M,fit
24,150,67,M,not_fit
14,174,39,M,not_fit
36,184,91,M,not_fit
11,178,35,M,not_fit
9,120,17,F,not_fit
29,150,107,M,not_fit
9,100,26,F,not_fit
21,166,53,F,fit
39,179,90,M,not_fit
18,172,52,M,fit
8,125,13,M,not_fit
14,158,67,F,not_fit
6,109,24,F,fit
19,189,76,M,fit
40,185,60,M,fit
7,112,14,M,not_fit
29,181,83,F,not_fit
6,96,29,F,not_fit
6,127,28,M,fit
35,151,69,M,not_fit
38,187,68,F,fit
31,169,91,M,not_fit
23,181,108,F,not_fit
8,95,27,F,not_fit
30,168,105,M,not_fit
13,179,63,F,fit
33,165,52,M,fit
9,117,15,F,not_fit
25,176,87,F,not_fit
14,180,66,F,fit
9,103,25,M,fit
15,153,67,F,not_fit
11,177,41,M,not_fit
25,172,54,M,fit
30,177,84,F,not_fit
32,165,107,F,not_fit
39,177,68,F,fit
33,168,108,M,not_fit
31,177,103,F,not_fit
19,158,97,M,not_fit
21,175,98,M,not_fit
18,178,45,F,fit
36,152,95,F,not_fit
24,154,105,M,not_fit
31,157,47,F,fit
21,183,56,F,fit
14,163,42,M,fit
21,180,102,M,not_fit
21,184,58,F,fit
18,174,108,M,not_fit
37,154,96,F,not_fit
21,157,49,M,fit
38,181,45,F,not_fit
9,94,24,M,not_fit
10,180,61,M,fit
18,153,70,M,not_fit
25,156,82,F,not_fit
11,144,63,F,not_fit
29,180,45,M,not_fit
39,162,72,M,not_fit
14,169,46,M,fit
30,170,48,F,fit
21,164,104,F,not_fit
15,153,47,M,fit
17,152,52,F,fit
29,160,102,M,not_fit
37,167,91,F,not_fit
26,188,84,F,fit
12,163,56,F,fit
13,131,51,M,not_fit
34,154,97,M,not_fit
10,178,34,M,not_fit
37,189,104,M,not_fit
40,160,53,F,fit
25,158,62,F,fit
31,161,76,M,not_fit
14,143,70,M,not_fit
39,175,72,M,fit
20,176,48,M,fit
12,158,49,M,fit
25,174,94,M,not_fit
24,171,55,M,fit
30,162,51,F,fit
14,151,69,M,not_fit
17,145,47,F,fit
30,165,102,F,not_fit
34,164,48,F,fit
27,158,100,M,not_fit
28,159,71,M,not_fit
27,171,46,M,fit
32,157,102,M,not_fit
23,151,83,M,not_fit
6,107,13,F,not_fit
14,131,63,F,not_fit
9,111,15,M,not_fit
33,177,81,F,not_fit
10,156,40,F,fit
31,167,72,F,not_fit
23,183,75,F,fit
5,135,30,M,fit
36,169,103,F,not_fit
35,189,73,F,fit
31,170,72,F,fit
20,189,96,F,not_fit
28,173,67,M,fit
10,152,42,M,fit
5,90,15,M,fit
33,171,104,F,not_fit
40,177,93,M,not_fit
11,177,40,F,not_fit
33,159,93,M,not_fit
24,183,47,F,fit
27,159,46,F,fit
30,163,52,F,fit
18,157,68,F,not_fit
38,165,97,M,not_fit
27,185,87,M,not_fit
5,94,19,F,fit
30,154,56,M,fit
32,168,77,M,not_fit
37,168,50,F,fit
27,185,89,F,not_fit
33,171,45,M,fit
8,128,26,M,fit
31,151,90,F,not_fit
31,155,86,F,not_fit
14,144,44,M,fit
11,133,58,M,not_fit
36,187,46,M,not_fit
6,91,24,M,not_fit
28,180,85,M,not_fit
28,159,47,M,fit
30,187,54,M,fit
32,184,64,M,fit
34,166,93,M,not_fit
7,128,15,M,not_fit
35,179,64,F,fit
40,190,74,F,fit
21,177,74,F,fit
25,174,75,F,fit
11,131,55,M,not_fit
10,173,60,M,fit
35,165,87,F,not_fit
31,154,89,F,not_fit
38,189,93,M,not_fit
16,171,67,F,fit
7,101,16,F,fit
23,150,74,F,not_fit
9,119,22,F,fit
20,183,79,M,fit
28,160,85,F,not_fit
23,178,45,M,fit
34,158,61,F,fit
9,140,23,F,not_fit
22,158,100,M,not_fit
8,107,16,F,not_fit
32,175,61,F,fit
12,166,57,M,fit
38,189,98,M,not_fit
16,161,64,M,fit
24,156,73,M,not_fit
21,151,84,M,not_fit
16,165,30,M,not_fit
34,150,96,F,not_fit
7,99,17,M,fit
20,188,105,F,not_fit
40,154,46,F,fit
21,157,89,M,not_fit
23,165,89,M,not_fit
20,183,50,F,fit
20,180,106,F,not_fit
23,182,73,M,fit
24,179,46,M,fit
11,143,70,M,not_fit
21,163,66,F,fit
30,179,81,M,not_fit
12,148,64,F,not_fit
6,134,35,F,fit
9,114,25,F,fit
28,172,77,F,not_fit
30,158,83,F,not_fit
6,126,33,F,fit
24,155,99,F,not_fit
19,182,52,M,fit
8,135,32,F,fit
35,153,66,F,not_fit
22,157,106,M,not_fit
21,151,54,M,fit
40,154,96,M,not_fit
34,172,59,F,fit
27,163,109,F,not_fit
38,159,101,F,not_fit
35,190,57,F,fit
38,158,92,F,not_fit
28,154,76,M,not_fit
33,185,106,F,not_fit
31,174,55,M,fit
23,172,78,F,not_fit
39,161,60,M,fit
6,116,31,M,fit
40,182,57,F,fit
24,175,107,M,not_fit
35,155,75,F,not_fit
26,164,79,F,not_fit
16,130,36,M,fit
17,177,39,M,not_fit
35,170,55,F,fit
12,140,49,M,not_fit
19,165,78,F,not_fit
14,159,64,M,not_fit
14,164,46,F,fit
7,92,29,F,not_fit
40,162,75,F,not_fit
22,166,72,M,not_fit
5,140,31,F,fit
9,113,35,M,not_fit
38,163,100,M,not_fit
36,156,66,M,not_fit
17,143,60,F,not_fit
17,156,39,M,fit
26,190,56,M,fit
22,152,51,F,fit
26,159,74,F,not_fit
24,155,55,F,fit
31,159,77,M,not_fit
39,187,80,F,fit
21,183,84,M,not_fit
36,179,50,M,fit
29,179,67,F,fit
28,152,100,M,not_fit
15,162,31,F,not_fit
28,189,83,M,fit
37,153,67,M,not_fit
7,135,14,F,not_fit
8,101,33,M,not_fit
36,175,68,F,fit
26,169,66,M,fit
21,152,71,F,not_fit
14,173,52,F,fit
10,176,52,F,fit
32,186,75,F,fit
16,136,53,M,not_fit
26,168,93,M,not_fit
18,174,91,M,not_fit
6,123,19,F,not_fit
7,114,31,M,fit
13,173,33,F,not_fit
38,156,100,F,not_fit
15,150,59,M,not_fit
32,185,93,F,not_fit
21,185,101,F,not_fit
9,115,30,F,fit
32,179,45,F,fit
7,120,16,M,not_fit
14,136,33,M,fit
13,171,64,F,fit
9,135,25,M,not_fit
5,117,18,M,not_fit
23,160,103,M,not_fit
19,150,88,F,not_fit
40,151,79,M,not_fit
8,131,20,F,not_fit
34,173,45,M,fit
36,186,74,M,fit
19,159,110,F,not_fit
12,145,48,M,fit
37,160,50,F,fit
40,189,63,F,fit
18,151,110,F,not_fit
13,152,69,M,not_fit
23,179,45,M,fit
18,169,82,M,not_fit
32,188,84,M,fit
12,137,63,M,not_fit
39,187,72,F,fit
23,177,66,F,fit
30,162,57,M,fit
33,155,69,M,not_fit
34,157,76,M,not_fit
10,141,53,M,not_fit
33,169,79,M,not_fit
24,175,102,M,not_fit
25,163,50,M,fit
24,171,83,F,not_fit
25,177,72,M,fit
34,160,83,F,not_fit
40,173,53,M,fit
26,162,79,M,not_fit
8,104,21,F,fit
7,111,35,F,not_fit
35,181,88,M,not_fit
32,163,97,F,not_fit
13,163,46,F,fit
11,152,58,M,not_fit
20,165,64,M,fit
16,134,54,M,not_fit
14,158,52,F,fit
9,136,35,F,fit
38,158,96,F,not_fit
15,145,67,F,not_fit
33,157,80,M,not_fit
29,180,76,M,fit
29,188,90,F,not_fit
30,188,87,M,fit
22,159,65,F,not_fit
14,155,31,M,not_fit
16,169,34,M,not_fit
29,152,94,F,not_fit
16,174,62,M,fit
6,105,25,F,fit
32,190,92,F,not_fit
29,172,102,F,not_fit
13,137,50,M,not_fit
35,182,64,M,fit
26,176,61,M,fit
22,156,76,F,not_fit
6,129,28,F,fit
28,152,107,M,not_fit
15,137,52,F,not_fit
8,115,35,F,not_fit
12,153,48,M,fit
8,105,25,M,fit
18,182,86,F,not_fit
18,159,63,M,fit
36,160,79,M,not_fit
9,116,29,M,fit
20,174,107,M,not_fit
26,170,73,M,not_fit
13,152,61,F,not_fit
19,170,80,M,not_fit
31,169,70,F,fit
36,179,86,M,not_fit
10,160,41,M,fit
28,187,86,M,fit
37,163,51,F,fit
8,94,32,M,not_fit
16,179,60,F,fit
40,162,64,M,fit
18,187,76,M,fit
36,188,99,M,not_fit
5,97,33,F,not_fit
15,158,61,F,fit
37,151,110,M,not_fit
34,165,67,F,fit
10,164,62,F,fit
22,153,53,F,fit
36,153,51,F,fit
17,141,42,F,fit
25,169,47,M,fit
17,165,68,M,fit
16,152,37,M,fit
33,164,58,F,fit
24,179,49,M,fit
13,152,54,F,fit
21,159,56,M,fit
7,119,32,F,fit
17,176,60,F,fit
29,183,54,M,fit
25,162,48,M,fit
22,157,77,F,not_fit
34,152,87,F,not_fit
6,99,26,M,not_fit
37,154,58,M,fit
27,166,81,F,not_fit
8,107,29,F,not_fit
6,124,24,M,fit
30,163,58,M,fit
28,185,85,M,fit
14,162,38,F,fit
25,160,60,M,fit
9,101,22,F,fit
32,162,83,F,not_fit
22,177,55,F,fit
9,96,19,F,fit
18,180,87,M,not_fit
21,159,61,F,fit
15,130,62,M,not_fit
5,105,20,F,fit
16,145,64,M,not_fit
37,183,109,M,not_fit
31,185,57,F,fit
28,150,91,M,not_fit
36,180,104,M,not_fit
5,108,25,F,fit
19,151,47,M,fit
14,150,68,F,not_fit
36,164,105,F,not_fit
36,161,81,F,not_fit
30,188,82,F,fit
29,182,51,F,fit
37,161,97,F,not_fit
32,156,62,F,not_fit
27,176,95,M,not_fit
16,160,44,F,fit
15,149,38,F,fit
30,170,91,F,not_fit
25,161,89,F,not_fit
10,140,61,M,not_fit
33,151,84,M,not_fit
40,186,108,F,not_fit
9,105,19,F,fit
7,111,17,M,not_fit
25,170,87,F,not_fit
25,187,99,M,not_fit
39,190,48,F,not_fit
23,155,95,M,not_fit
9,110,27,M,fit
22,184,104,F,not_fit
16,166,67,F,fit
17,131,48,M,not_fit
15,137,39,M,fit
34,184,102,M,not_fit
17,175,51,F,fit
27,155,108,M,not_fit
39,159,61,F,fit
21,169,77,F,not_fit
24,178,54,M,fit
20,151,105,M,not_fit
34,177,80,M,not_fit
7,117,17,M,not_fit
6,121,16,M,not_fit
18,152,90,M,not_fit
30,174,109,M,not_fit
23,153,76,F,not_fit
6,92,24,F,not_fit
20,176,71,M,fit
38,166,49,F,fit
35,172,87,F,not_fit
25,173,102,M,not_fit
11,177,53,M,fit
24,178,55,F,fit
13,156,39,F,fit
28,179,68,M,fit
39,171,67,M,fit
10,145,48,M,fit
35,184,108,F,not_fit
13,138,64,F,not_fit
31,190,58,M,fit
25,169,102,M,not_fit
14,151,70,F,not_fit
10,168,57,M,fit
33,188,108,F,not_fit
39,160,88,M,not_fit
38,154,64,F,not_fit
38,155,94,F,not_fit
18,178,78,M,fit
15,156,64,M,not_fit
39,155,70,F,not_fit
23,187,71,F,fit
33,189,50,M,not_fit
15,137,54,M,not_fit
9,111,20,M,fit
12,150,58,F,not_fit
28,171,108,F,not_fit
5,135,26,M,fit
22,154,64,F,not_fit
17,132,37,F,fit
12,155,53,M,fit
16,135,42,F,fit
39,184,64,F,fit
26,184,74,F,fit
6,128,21,M,not_fit
39,163,46,F,fit
38,187,93,M,not_fit
27,181,86,M,not_fit
18,172,49,M,fit
37,184,87,M,not_fit
27,189,61,F,fit
31,159,48,F,fit
33,175,91,M,not_fit
29,150,66,M,not_fit
20,182,65,F,fit
35,164,102,F,not_fit
29,151,100,M,not_fit
34,158,70,M,not_fit
18,178,98,F,not_fit
20,185,86,F,not_fit
22,151,47,F,fit
39,154,51,M,fit
23,185,99,M,not_fit
29,177,104,M,not_fit
8,125,22,M,fit
15,130,61,F,not_fit
35,183,108,M,not_fit
25,150,53,F,fit
15,135,41,F,fit
25,166,79,M,not_fit
11,146,35,M,fit
26,176,69,F,fit
5,116,15,M,not_fit
21,166,75,M,not_fit
28,150,87,F,not_fit
25,173,72,F,fit
23,171,67,F,fit
29,173,81,F,not_fit
5,117,31,M,fit
13,156,40,M,fit
39,172,71,M,fit
37,179,46,F,fit
39,162,76,M,not_fit
34,179,73,F,fit
36,161,77,F,not_fit
28,151,93,F,not_fit
19,164,70,F,not_fit
30,156,101,M,not_fit
22,176,60,F,fit
37,189,77,M,fit
31,183,50,F,fit
18,174,76,M,not_fit
18,178,49,F,fit
20,174,45,F,fit
38,151,104,F,not_fit
37,177,49,M,fit
8,134,18,F,not_fit
7,135,12,M,not_fit
38,174,73,F,fit
29,161,102,M,not_fit
35,185,67,M,fit
29,180,105,F,not_fit
16,174,54,M,fit
7,137,12,F,not_fit
24,174,91,M,not_fit
30,166,48,F,fit
37,163,83,M,not_fit
5,102,21,M,fit
39,188,63,F,fit
39,159,93,M,not_fit
17,141,67,F,not_fit
15,140,66,F,not_fit
32,156,80,M,not_fit
38,156,94,F,not_fit
22,178,77,M,fit
16,169,63,F,fit
14,151,54,M,fit
26,168,96,F,not_fit
22,184,82,M,fit
15,144,51,M,fit
40,177,86,F,not_fit
36,164,71,M,not_fit
24,156,66,M,not_fit
34,188,86,F,fit
13,153,49,F,fit
32,167,85,F,not_fit
5,106,24,F,fit
38,154,56,M,fit
28,185,102,M,not_fit
25,183,67,F,fit
21,172,107,M,not_fit
32,184,105,F,not_fit
18,157,46,F,fit
5,119,15,M,not_fit
5,109,21,F,fit
5,122,28,F,fit
18,162,83,F,not_fit
33,177,78,M,fit
25,179,79,F,fit
40,183,95,M,not_fit
19,156,100,M,not_fit
21,181,47,F,fit
10,139,60,M,not_fit
9,102,26,F,fit
8,121,15,F,not_fit
38,169,55,M,fit
7,135,34,M,fit
18,185,99,F,not_fit
36,178,54,F,fit
37,154,78,M,not_fit
7,103,29,M,not_fit
29,154,91,M,not_fit
38,179,77,M,fit
30,185,69,M,fit
39,168,46,F,fit
34,166,84,F,not_fit
22,167,80,F,not_fit
37,163,86,M,not_fit
37,174,96,F,not_fit
36,157,95,F,not_fit
23,181,99,F,not_fit
9,103,17,F,fit
26,173,76,F,not_fit
23,180,88,M,not_fit
24,176,51,M,fit
11,131,66,M,not_fit
7,102,33,M,not_fit
18,184,51,F,fit
24,179,55,M,fit
36,181,58,F,fit
34,188,75,F,fit
9,97,25,F,not_fit
25,151,54,F,fit
35,190,83,F,fit
40,153,60,F,not_fit
33,178,106,F,not_fit
35,172,55,M,fit
11,132,44,F,not_fit
30,178,77,M,fit
12,130,63,M,not_fit
9,105,27,F,fit
18,174,62,F,fit
39,167,89,F,not_fit
18,163,95,M,not_fit
8,122,31,M,fit
11,164,33,F,not_fit
36,161,59,M,fit
20,162,70,F,not_fit
12,180,53,M,fit
5,131,33,F,fit
13,156,49,F,fit
11,142,37,M,fit
33,152,62,M,not_fit
27,181,62,M,fit
16,138,42,F,fit
25,157,48,F,fit
16,168,42,F,fit
21,188,102,F,not_fit
39,166,56,M,fit
30,151,77,M,not_fit
22,174,70,F,fit
18,167,76,M,not_fit
26,186,78,M,fit
25,163,70,F,not_fit
5,113,22,M,fit
35,153,88,M,not_fit
30,158,59,F,fit
24,189,101,M,not_fit
23,169,64,M,fit
19,187,67,F,fit
17,148,35,M,fit
37,175,64,M,fit
33,156,69,F,not_fit
22,188,60,M,fit
10,160,31,M,not_fit
25,168,99,M,not_fit
25,179,48,F,fit
10,152,37,M,fit
15,158,37,M,fit
24,180,46,M,fit
23,150,53,F,fit
26,183,97,F,not_fit
26,162,100,M,not_fit
40,176,49,F,fit
13,159,42,M,fit
36,181,76,M,fit
10,168,52,F,fit
23,152,51,F,fit
14,142,39,F,fit
36,183,70,M,fit
24,187,88,F,not_fit
12,160,37,F,fit
8,98,31,F,not_fit
23,171,52,M,fit
38,189,71,F,fit
14,133,38,M,fit
21,154,87,F,not_fit
31,187,73,F,fit
5,112,27,F,fit
23,163,104,M,not_fit
33,153,102,M,not_fit
20,160,54,F,fit
24,187,101,F,not_fit
39,189,51,M,fit
9,117,12,F,not_fit
37,173,96,M,not_fit
13,130,37,M,fit
38,186,51,M,fit
10,154,36,F,fit
27,184,94,F,not_fit
19,162,103,M,not_fit
17,164,36,M,not_fit
40,183,76,F,fit
24,180,46,F,fit
25,172,60,F,fit
16,162,64,M,fit
12,132,50,M,not_fit
39,186,100,F,not_fit
30,185,52,F,fit
6,116,31,F,fit
13,155,54,F,fit
23,173,70,F,fit
15,163,57,F,fit
20,176,91,F,not_fit
10,142,58,F,not_fit
18,158,68,M,not_fit
32,155,89,F,not_fit
28,165,101,M,not_fit
35,156,61,M,not_fit
13,157,37,M,fit
18,164,65,M,fit
7,96,15,F,fit
30,165,93,M,not_fit
8,140,18,F,not_fit
7,102,19,F,fit
35,189,46,M,not_fit
5,119,20,F,fit
36,155,50,F,fit
22,159,98,M,not_fit
35,155,74,M,not_fit
13,175,52,F,fit
27,182,70,M,fit
23,172,76,F,not_fit
13,162,50,F,fit
39,163,45,F,fit
10,177,36,M,not_fit
10,158,45,F,fit
24,188,73,F,fit
24,184,74,F,fit
28,150,92,F,not_fit
28,152,94,F,not_fit
19,158,45,F,fit
8,119,24,M,fit
10,150,40,M,fit
39,161,67,F,not_fit
14,154,51,M,fit
13,147,32,F,fit
38,162,49,F,fit
18,175,45,M,fit
40,170,60,M,fit
7,101,22,M,fit
33,178,104,M,not_fit
30,160,76,M,not_fit
33,176,78,F,not_fit
33,174,98,M,not_fit
11,162,50,M,fit
40,182,56,M,fit
38,180,89,F,not_fit
16,150,39,F,fit
18,182,102,M,not_fit
33,159,62,F,fit
35,157,77,F,not_fit
18,185,96,F,not_fit
22,162,55,F,fit
27,168,63,F,fit
21,151,48,F,fit
16,157,67,F,not_fit
40,182,76,M,fit
39,161,87,M,not_fit
11,131,60,M,not_fit
18,186,51,F,fit
25,153,96,F,not_fit
18,152,51,F,fit
18,163,77,M,not_fit
31,186,97,F,not_fit
37,182,70,M,fit
6,135,18,F,not_fit
13,140,42,F,fit
32,183,74,M,fit
33,188,45,M,not_fit
16,173,34,F,not_fit
15,148,69,F,not_fit
8,116,20,M,fit
7,111,25,M,fit
7,94,14,M,fit
23,176,65,F,fit
36,172,71,F,fit
6,110,30,M,fit
34,172,81,F,not_fit
12,180,47,M,fit
18,172,92,F,not_fit
27,179,70,F,fit
21,168,99,F,not_fit
36,163,84,F,not_fit
33,163,51,M,fit
28,185,63,M,fit
18,175,47,M,fit
22,187,110,F,not_fit
23,162,92,F,not_fit
12,157,52,F,fit
20,177,60,F,fit
30,172,67,F,fit
19,171,52,M,fit
10,134,34,M,fit
18,152,80,M,not_fit
23,189,48,M,not_fit
6,127,32,F,fit
29,183,68,M,fit
27,185,57,M,fit
20,154,92,M,not_fit
11,178,41,M,not_fit
22,167,49,F,fit
21,188,98,M,not_fit
9,92,30,F,not_fit
10,174,47,M,fit
20,154,46,F,fit
8,100,19,M,fit
27,185,61,F,fit
21,186,86,F,fit
12,145,41,F,fit
33,158,85,M,not_fit
26,156,95,M,not_fit
9,97,27,M,not_fit
25,162,97,M,not_fit
32,150,98,M,not_fit
25,173,47,F,fit
40,161,83,F,not_fit
19,157,52,F,fit
30,179,65,M,fit
28,172,78,F,not_fit
11,154,43,F,fit
34,171,48,F,fit
9,130,25,F,fit
7,125,28,M,fit
5,131,35,M,fit
28,158,109,M,not_fit
17,158,30,M,not_fit
31,183,51,F,fit
13,137,39,M,fit
15,164,45,F,fit
12,180,54,F,fit
35,165,88,F,not_fit
13,135,63,M,not_fit
21,184,78,F,fit
18,150,71,F,not_fit
33,173,93,M,not_fit
32,152,65,F,not_fit
11,135,36,M,fit
6,126,30,M,fit
15,138,38,F,fit
35,165,105,F,not_fit
14,158,30,M,not_fit
8,119,21,M,fit
6,122,29,F,fit
30,188,59,M,fit
9,130,28,M,fit
33,158,85,F,not_fit
34,179,79,M,fit
11,153,31,M,not_fit
30,160,56,F,fit
28,158,74,M,not_fit
5,128,14,M,not_fit
23,189,109,M,not_fit
38,164,89,M,not_fit
19,182,82,M,fit
13,160,49,F,fit
34,159,53,F,fit
30,158,93,F,not_fit
12,176,63,M,fit
11,133,49,M,not_fit
34,186,54,F,fit
18,184,78,M,fit
15,149,60,M,not_fit
21,176,106,F,not_fit
36,175,54,M,fit
35,175,100,M,not_fit
35,189,85,F,fit
33,184,49,M,fit
30,185,94,F,not_fit
24,157,92,F,not_fit
33,172,90,M,not_fit
16,131,39,F,fit
38,189,79,F,fit
21,185,87,M,not_fit
29,187,83,F,fit
33,174,105,M,not_fit
40,166,108,M,not_fit
28,184,87,F,not_fit
12,148,30,M,not_fit
19,187,92,M,not_fit
17,148,36,F,fit
38,180,45,F,not_fit
27,161,47,M,fit
14,173,42,F,fit
17,161,46,F,fit
40,170,45,M,fit
7,125,34,F,fit
34,163,46,M,fit
20,167,89,M,not_fit
25,174,81,F,not_fit
6,106,17,F,fit
24,179,72,M,fit
27,169,96,F,not_fit
27,159,100,M,not_fit
15,173,36,M,not_fit
17,152,66,F,not_fit
37,171,106,F,not_fit
38,162,99,F,not_fit
36,161,107,F,not_fit
16,149,43,F,fit
30,180,72,F,fit
31,190,87,M,fit
24,169,101,F,not_fit
30,168,88,F,not_fit
22,183,103,F,not_fit
19,154,63,F,not_fit
